317	19,7
318	20,52
319	19,97
320	19,04
321	19,99
322	19,44
323	19,05
324	18,77
325	19,25
326	19,4
327	19,42
328	20,05
329	20,44
330	20,25
331	20,74
332	21,12
333	21,52
334	21,5
335	21,46
336	21,03
337	21,51
338	22,12
339	21,9
340	21,67
341	21,7
342	22,39
343	22,33
344	22,11
345	22,38
346	21,31
347	21,43
348	20,93
349	21,16
350	22,05
351	21,72
352	21,75
353	22,03
354	21,44
355	21,2
356	21,41
357	20,9
358	20,71
359	20,38
360	21,15
361	21,28
362	20,53
363	21,4
364	21,8
365	21,68
366	21,2
367	20,62
368	21,03
369	21,8
370	22,2
371	22,36
372	22,48
373	22,4
374	21,73
375	22,63
376	22,71
377	22,97
378	22,6
379	22,45
380	22,27
381	22,65
382	22,91
383	24,78
384	25,75
385	25,44
386	26,24
387	26,79
388	27,39
389	25,95
390	25,65
391	25,05
392	24,71
393	23,27
394	20,08
395	19,8
396	16,91
397	19,3
398	18,98
399	16,16
400	17,53
401	16,59
402	16,33
403	15,76
404	15,25
405	15,41
406	15,46
407	15,17
408	15,1
409	14,97
410	14,5
411	15,42
412	16,21
413	15,1
414	15,11
415	15,7
416	16,04
417	16,55
418	16,6
419	17,19
420	17,47
421	17,5
422	17,61
423	17,86
424	17,94
425	17,75
426	17,41
427	17,95
428	18,11
429	17,88
430	18,29
431	18,05
432	18,4
433	19,29
434	19,26
435	19,66
436	19,96
437	19,41
438	19,77
439	19,89
440	19,72
441	20,01
442	20,41
443	21,11
444	21,04
445	20,71
446	20,14
447	20,34
448	19,59
449	20,04
450	19,98
451	19,05
452	18,95
453	18,46
454	18,36
455	17,72
456	18,35
457	17,95
458	18,3
459	18,71
460	18,35
461	19,3
462	18,8
463	19,26
464	19
465	18,65
466	18,75
467	18,99
468	19,26
469	18,5
470	18,95
471	18,71
472	18,79
473	19,4
474	20,25
475	19,98
476	19,87
477	20,14
478	20
479	20,08
480	20,19
481	21,46
482	21,09
483	21
484	22,82
485	24,02
486	23,96
487	26,05
488	25,29
489	25,77
490	26,73
491	26,45
492	25,7
493	25,92
494	26,53
495	26,2
496	25,68
497	26,32
498	27,6
499	26,42
500	28
501	27,62
